ἀλλὰ μὴν εὔνους γʼ ὁ πρῶτος τῶνδʼ ἐνυπνίων κριτὴς	-u - -- u -- - u-u- u-	lyric	
παιδὶ καὶ δόμοις ἐμοῖσι τήνδʼ ἐκύρωσας φάτιν.	-u - u- u-u - u--- u-	lyric	
ἐκτελοῖτο δὴ τὰ χρηστά· ταῦτα δʼ, ὡς ἐφίεσαι,	-u-u - u -u -u - u-u-	lyric	
πάντα θήσομεν θεοῖσι τοῖς τʼ ἔνερθε γῆς φίλοις,	-u -u- u-u - u-u - u-	lyric	
εὖτʼ ἂν εἰς οἴκους μόλωμεν. κεῖνα δʼ ἐκμαθεῖν θέλω,	- u - -- u-- -u -u- u-	lyric	
ὦ φίλοι, ποῦ τὰς Ἀθήνας φασὶν ἱδρῦσθαι χθονός.	- u- - - u-- -u --- u-	lyric	
τῆλε πρὸς δυσμαῖς ἄνακτος Ἡλίου φθινασμάτων.	-u - -- u-u -u- --u-	lyric	
ἀλλὰ μὴν ἵμειρʼ ἐμὸς παῖς τήνδε θηρᾶσαι πόλιν;	-u - u- u- - -u --- u-	lyric	
πᾶσα γὰρ γένοιτʼ ἂν Ἑλλὰς βασιλέως ὑπήκοος.	-u - u- u -- uuu- u-u-	lyric	
ὧδέ τις πάρεστιν αὐτοῖς ἀνδροπλήθεια στρατοῦ;	-u - u-u -- -u--- u-	lyric	
καὶ στρατὸς τοιοῦτος, ἔρξας πολλὰ δὴ Μήδους κακά.	- u- --u -- -u - -- u-	lyric	
καὶ τί πρὸς τούτοισιν ἄλλο; πλοῦτος ἐξαρκὴς δόμοις;	- u - --u -u -u --- u-	lyric	
ἀργύρου πηγή τις αὐτοῖς ἐστι, θησαυρὸς χθονός.	-u- -- u -- -u --- u-	lyric	
πότερα γὰρ τοξουλκὸς αἰχμὴ διὰ χεροῖν αὐτοῖς πρέπει;	uuu - --u -- uu u- -- u-	lyric	
οὐδαμῶς· ἔγχη σταδαῖα καὶ φεράσπιδες σαγαί.	-u- -- u-u - u-u- u-	lyric	
