ἀτειρεῖ σὺν ἀγαθῷ τελευτάσομεν· ῥοαὶ δ᾽ἄλλοτʼ ἄλλαι	u-- u uu- u--u- u- -u --	lyric	
εὐθυμιᾶν τε μετὰ καὶ πόνων ἐς ἄνδρας ἔβαν.	--u- u uu - u- u -u u-	lyric	
οὕτω δὲ Μοῖρʼ, ἅ τε πατρώιον	-- u - - u --u-	lyric	
τῶνδʼ ἔχει τὸν εὔφρονα πότμον, θεόρτῳ σὺν ὄλβῳ	- u- u -uu u- u-- u --	lyric	
ἐπί τι καὶ πῆμʼ ἄγει παλιντράπελον ἄλλῳ χρόνῳ·	uu u - - u- u-uuu -- u-	lyric	
ἐξ οὗπερ ἔκτεινε Λᾷον μόριμος υἱὸς	- -u --u -- uuu --	lyric	
συναντόμενος, ἐν δὲ Πυθῶνι χρησθὲν	u-uuu - u --u --	lyric	
παλαίφατον τέλεσσεν.	u-u- u--	lyric	
ἰδοῖσα δ᾽ὀξεῖʼ Ἐριννὺς	u-u -- u--	lyric	
ἔπεφνέ οἱ σὺν ἀλλαλοφονίᾳ γένος ἀρήιον·	uuu - u --uuu- uu u-u-	lyric	
λείφθη δὲ Θέρσανδρος ἐριπέντι Πολυνείκει, νέοις ἐν ἀέθλοις	-- u --u uu-u uu-- u- u uu-	lyric	
ἐν μάχαις τε πολέμου	- u- u uu-	lyric	
τιμώμενος, Ἀδραστιδᾶν θάλος ἀρωγὸν δόμοις·	--uu u-u- uu u-- u-	lyric	
ὅθεν σπέρματος ἔχοντα ῥίζαν, πρέπει τὸν Αἰνησιδάμου	u- -uu u-u -- u- u --u--	lyric	
ἐγκωμίων τε μελέων λυρᾶν τε τυγχανέμεν.	--u- u uu- u- u -uu-	lyric	
Ὀλυμπίᾳ μὲν γὰρ αὐτὸς	u-u- - u --	lyric	
γέρας ἔδεκτο, Πυθῶνι δ᾽ὁμόκλαρον ἐς ἀδελφεὸν	uu u-u --u uu-u u u-u-	lyric	
Ἰσθμοῖ τε κοιναὶ Χάριτες ἄνθεα τεθρίππων δυωδεκαδρόμων	-- u -- uuu -uu u-- u-uuu-	lyric	
ἄγαγον. τὸ δὲ τυχεῖν	-u- u u u-	lyric	
πειρώμενον ἀγωνίας δυσφρονᾶν παραλύει.	--uu u-u- -u- uuu-	lyric	
ὁ μὰν πλοῦτος ἀρεταῖς δεδαιδαλμένος φέρει τῶν τε καὶ τῶν	u - -u uu- u--u- u- - u - -	lyric	
καιρόν, βαθεῖαν ὑπέχων μέριμναν ἀγροτέραν,	-- u-u uu- u-u -uu-	lyric	
