αὐτὴ σὺ δουλοῖς κἀμὲ καὶ πᾶσαν πόλιν.	-- u -- -u - -- u-	iambic trimeter (tragic)	
ὦ παγκρατὲς Ζεῦ, τρέψον εἰς ἐχθροὺς βέλος.	- -u- - -u - -- u-	iambic trimeter (tragic)	
ὦ Ζεῦ, γυναικῶν οἷον ὤπασας γένος.	- - u-- -u -u- u-	iambic trimeter (tragic)	
μοχθηρόν, ὥσπερ ἄνδρας ὧν ἁλῷ πόλις.	--u -u -u - u- u-	iambic trimeter (tragic)	
παλινστομεῖς αὖ θιγγάνουσʼ ἀγαλμάτων;	u-u- - -u- u-u-	iambic trimeter (tragic)	
ἀψυχίᾳ γὰρ γλῶσσαν ἁρπάζει φόβος.	--u- - -u --- u-	iambic trimeter (tragic)	
αἰτουμένῳ μοι κοῦφον εἰ δοίης τέλος.	--u- - -u - -- u-	iambic trimeter (tragic)	
λέγοις ἂν ὡς τάχιστα, καὶ τάχʼ εἴσομαι.	u- u - u-u - u -u-	iambic trimeter (tragic)	
σίγησον, ὦ τάλαινα, μὴ φίλους φόβει.	--u - u-u - u- u-	iambic trimeter (tragic)	
σιγῶ· σὺν ἄλλοις πείσομαι τὸ μόρσιμον.	-- u -- -u- u -u-	iambic trimeter (tragic)	
τοῦτʼ ἀντʼ ἐκείνων τοὔπος αἱροῦμαι σέθεν.	- - u-- -u --- u-	iambic trimeter (tragic)	
καὶ πρός γε τούτοις, ἐκτὸς οὖσʼ ἀγαλμάτων,	- - u -- -u - u-u-	iambic trimeter (tragic)	
εὔχου τὰ κρείσσω, ξυμμάχους εἶναι θεούς·	-- u -- -u- -- u-	iambic trimeter (tragic)	
κἀμῶν ἀκούσασʼ εὐγμάτων, ἔπειτα σὺ	-- u-- -u- u-u -	iambic trimeter (tragic)	
ὀλολυγμὸν ἱερὸν εὐμενῆ παιώνισον,	uu-u uuu -u- --u-	lyric	
Ἑλληνικὸν νόμισμα θυστάδος βοῆς,	--u- u-u -u- u-	iambic trimeter (tragic)	
θάρσος φίλοις, λύουσα πολέμιον φόβον.	-- u- u-u uuu- u-	lyric	
ἐγὼ δὲ χώρας τοῖς πολισσούχοις θεοῖς,	u- u -- - u--- u-	iambic trimeter (tragic)	
πεδιονόμοις τε κἀγορᾶς ἐπισκόποις,	uuuu- u -u- u-u-	lyric	
Δίρκης τε πηγαῖς, ὕδατί τʼ Ἰσμηνοῦ λέγω	-- u -- uuu --- u-	lyric	
εὖ ξυντυχόντων καὶ πόλεως σεσωμένης,	- -u-- - u- u-u-	iambic trimeter (tragic)	
μήλοισιν αἱμάσσοντας ἑστίας θεῶν,	--u ---u -u- u-	iambic trimeter (tragic)	
